,SMILES,index_low_affinity,counts_low_affinity,RDkit_Objects,index_high_affinity,counts_high_affinity,index,counts,frequencies_low_affinity,frequencies_high_affinity,scoring
746,CCc1ccccc1O,8226,16,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3741900>,973,2,8716,18,0.012279355333844973,0.02040816326530612,0.008029601750944847
747,ccc(nc)c(c)n,31391,16,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3339820>,3642,2,33189,18,0.012279355333844973,0.02040816326530612,0.008029601750944847
748,COCCO,12652,16,<rdkit.Chem.rdchem.Mol object at 0x7f2bd32c7890>,1515,2,13398,18,0.012279355333844973,0.02040816326530612,0.008029601750944847
749,CCCCc,3635,16,<rdkit.Chem.rdchem.Mol object at 0x7f2bd38a76d0>,460,2,3874,18,0.012279355333844973,0.02040816326530612,0.008029601750944847
750,CCN(CC)C(C)c,4835,16,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3a193c0>,566,2,5110,18,0.012279355333844973,0.02040816326530612,0.008029601750944847
751,ccc(c(c)O)N(C)C,29037,16,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3202f90>,3394,2,30701,18,0.012279355333844973,0.02040816326530612,0.008029601750944847
752,COCc1ccccc1,12808,16,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3893d60>,1544,2,13571,18,0.012279355333844973,0.02040816326530612,0.008029601750944847
753,CN(C)c1cccnn1,9397,3,<rdkit.Chem.rdchem.Mol object at 0x7f2bd37bf6d0>,1115,1,9946,4,0.0023023791250959325,0.01020408163265306,0.007883530719850661
754,COC(=O)C(C)C,12280,3,<rdkit.Chem.rdchem.Mol object at 0x7f2bd375aa50>,1476,1,13013,4,0.0023023791250959325,0.01020408163265306,0.007883530719850661
755,C[C@H](O)CN(c)C,15348,3,<rdkit.Chem.rdchem.Mol object at 0x7f2bd364b190>,1855,1,16258,4,0.0023023791250959325,0.01020408163265306,0.007883530719850661
756,COc1cc2c(cc1O)CN(C)CC2,13368,3,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3ae97b0>,1608,1,14167,4,0.0023023791250959325,0.01020408163265306,0.007883530719850661
757,CN1C[C@H](NC(N)=O)CC1=O,10053,3,<rdkit.Chem.rdchem.Mol object at 0x7f2bd38fadd0>,1192,1,10644,4,0.0023023791250959325,0.01020408163265306,0.007883530719850661
758,CN(C)c1ccc(CN)cc1,9344,3,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3ad63c0>,1103,1,9892,4,0.0023023791250959325,0.01020408163265306,0.007883530719850661
759,COc1cccc(C)c1C,13716,3,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3b93820>,1650,1,14530,4,0.0023023791250959325,0.01020408163265306,0.007883530719850661
760,CNC(=O)c1ccc(CN)cc1,10865,3,<rdkit.Chem.rdchem.Mol object at 0x7f2bd377a350>,1297,1,11518,4,0.0023023791250959325,0.01020408163265306,0.007883530719850661
761,COc1cc(CNC(C)=O)ccc1O,13262,3,<rdkit.Chem.rdchem.Mol object at 0x7f2bd38cbeb0>,1586,1,14046,4,0.0023023791250959325,0.01020408163265306,0.007883530719850661
762,COc1ccc(CN(C)C)cc1,13470,3,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3124c10>,1620,1,14271,4,0.0023023791250959325,0.01020408163265306,0.007883530719850661
763,COc1cc(N)cc(O)c1,13291,3,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2fe27b0>,1587,1,14075,4,0.0023023791250959325,0.01020408163265306,0.007883530719850661
764,COc1cc(N)cc(OC)c1,13293,3,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3055190>,1588,1,14077,4,0.0023023791250959325,0.01020408163265306,0.007883530719850661
765,C[C@H](O)CN(C)c,15347,3,<rdkit.Chem.rdchem.Mol object at 0x7f2bd31636d0>,1854,1,16257,4,0.0023023791250959325,0.01020408163265306,0.007883530719850661
766,COCCOc,12660,3,<rdkit.Chem.rdchem.Mol object at 0x7f2bd30d67b0>,1521,1,13410,4,0.0023023791250959325,0.01020408163265306,0.007883530719850661
767,CN(C)c1ccccc1Cl,9387,3,<rdkit.Chem.rdchem.Mol object at 0x7f2bd34e30b0>,1111,1,9936,4,0.0023023791250959325,0.01020408163265306,0.007883530719850661
768,CN1CCc2ccc(O)cc2C1,9993,3,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3ab0430>,1179,1,10578,4,0.0023023791250959325,0.01020408163265306,0.007883530719850661
769,CN1CCN(c(n)n)CC1,9838,3,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3b4fe40>,1157,1,10412,4,0.0023023791250959325,0.01020408163265306,0.007883530719850661
770,CN1CCC[C@H]1C(N)=O,9738,3,<rdkit.Chem.rdchem.Mol object at 0x7f2bd373b820>,1153,1,10310,4,0.0023023791250959325,0.01020408163265306,0.007883530719850661
771,CNC(=O)NCC(C)(C)O,10466,3,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3ca7f90>,1257,1,11098,4,0.0023023791250959325,0.01020408163265306,0.007883530719850661
772,COc1cc(OC)cc(N(C)C)c1,13330,3,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3048430>,1597,1,14120,4,0.0023023791250959325,0.01020408163265306,0.007883530719850661
773,C[C@@H](O)C(=O)N(C)c,14338,3,<rdkit.Chem.rdchem.Mol object at 0x7f2bd32d5270>,1732,1,15186,4,0.0023023791250959325,0.01020408163265306,0.007883530719850661
774,CNC(=O)[C@@H]1CCCN(C)C1,10697,3,<rdkit.Chem.rdchem.Mol object at 0x7f2bd37b2f20>,1287,1,11344,4,0.0023023791250959325,0.01020408163265306,0.007883530719850661
775,C[C@H](N)C1CC1,15171,3,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2e68580>,1833,1,16073,4,0.0023023791250959325,0.01020408163265306,0.007883530719850661
776,CN(C)[C@@H](CN)c1ccccc1,9259,3,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3148120>,1095,1,9802,4,0.0023023791250959325,0.01020408163265306,0.007883530719850661
777,C[C@@H]1CC1(C)C,14512,3,<rdkit.Chem.rdchem.Mol object at 0x7f2bd375a3c0>,1746,1,15371,4,0.0023023791250959325,0.01020408163265306,0.007883530719850661
778,CNC(=O)C1CCC1,10191,3,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3b2a3c0>,1208,1,10793,4,0.0023023791250959325,0.01020408163265306,0.007883530719850661
779,C[C@H](C)OCC,15044,3,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3dd0b30>,1812,1,15935,4,0.0023023791250959325,0.01020408163265306,0.007883530719850661
780,CNC(=O)[C@H]1COc2ccccc2C1,10818,3,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2f72eb0>,1295,1,11470,4,0.0023023791250959325,0.01020408163265306,0.007883530719850661
781,CO[C@@H]1CCCNC1,12938,3,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2e6bc10>,1551,1,13702,4,0.0023023791250959325,0.01020408163265306,0.007883530719850661
782,cCNC(C)=O,20911,56,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3a2fe40>,2519,5,22143,61,0.042977743668457406,0.05102040816326531,0.007704331394309882
783,cccc(c)c,32603,56,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3f06c80>,3781,5,34481,61,0.042977743668457406,0.05102040816326531,0.007704331394309882
784,cc1ccccc1,27559,43,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3e9a9e0>,3232,4,29146,47,0.03300076745970836,0.04081632653061224,0.007561848962428707
785,cc(C)cn(C)n,22470,30,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3c87890>,2680,3,23781,33,0.023023791250959325,0.030612244897959183,0.007415734627363139
786,CC(F)(F)F,2524,30,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3c23820>,330,3,2700,33,0.023023791250959325,0.030612244897959183,0.007415734627363139
787,CSc,13987,30,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3847120>,1691,3,14818,33,0.023023791250959325,0.030612244897959183,0.007415734627363139
788,CCC[C@@H](C)O,3941,30,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3d2c4a0>,487,3,4188,33,0.023023791250959325,0.030612244897959183,0.007415734627363139
789,cc(c)C(=O)N1CCNCC1,22968,17,<rdkit.Chem.rdchem.Mol object at 0x7f2bd364bf20>,2764,2,24304,19,0.013046815042210284,0.02040816326530612,0.007265929880601323
790,COc1ccccc1N,13858,17,<rdkit.Chem.rdchem.Mol object at 0x7f2bd31a8970>,1664,2,14674,19,0.013046815042210284,0.02040816326530612,0.007265929880601323
791,cc(n)C(=O)N(C)C,26496,17,<rdkit.Chem.rdchem.Mol object at 0x7f2bd355fac0>,3116,2,28029,19,0.013046815042210284,0.02040816326530612,0.007265929880601323
792,CNc1ccccc1C,12203,17,<rdkit.Chem.rdchem.Mol object at 0x7f2bd36c04a0>,1469,2,12933,19,0.013046815042210284,0.02040816326530612,0.007265929880601323
793,Nc1cccc(Cl)c1,18958,17,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3674970>,2278,2,20059,19,0.013046815042210284,0.02040816326530612,0.007265929880601323
794,CN(C)c1ccccc1N,9389,4,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3266270>,1113,1,9938,5,0.0030698388334612432,0.01020408163265306,0.007112375405459777
795,CNC(=O)C1CC(O)C1,10190,4,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3689890>,1207,1,10792,5,0.0030698388334612432,0.01020408163265306,0.007112375405459777
796,COc1ccc(O)c(CN)c1,13565,4,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3251040>,1636,1,14372,5,0.0030698388334612432,0.01020408163265306,0.007112375405459777
797,COC(=O)[C@H](C)C,12412,4,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3193740>,1492,1,13150,5,0.0030698388334612432,0.01020408163265306,0.007112375405459777
798,COC(C)(C)C,12514,4,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3cfadd0>,1498,1,13256,5,0.0030698388334612432,0.01020408163265306,0.007112375405459777
799,CN(C)c1ccn(C)n1,9399,4,<rdkit.Chem.rdchem.Mol object at 0x7f2bd30be660>,1116,1,9948,5,0.0030698388334612432,0.01020408163265306,0.007112375405459777
800,CNC(=O)N1CCCCC1,10380,4,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3005970>,1244,1,11007,5,0.0030698388334612432,0.01020408163265306,0.007112375405459777
801,CNc1cnn(C)c1,12241,4,<rdkit.Chem.rdchem.Mol object at 0x7f2bd32506d0>,1471,1,12971,5,0.0030698388334612432,0.01020408163265306,0.007112375405459777
802,CN(C)c1cccc(CNC(N)=O)c1,9374,4,<rdkit.Chem.rdchem.Mol object at 0x7f2bd344cf20>,1108,1,9923,5,0.0030698388334612432,0.01020408163265306,0.007112375405459777
803,CN1CCSCC1,9923,4,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2eeaba0>,1169,1,10502,5,0.0030698388334612432,0.01020408163265306,0.007112375405459777
804,COC1CC(C(N)=O)C1,12547,4,<rdkit.Chem.rdchem.Mol object at 0x7f2bd36743c0>,1505,1,13290,5,0.0030698388334612432,0.01020408163265306,0.007112375405459777
805,C=CC,267,70,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3bc3ba0>,33,6,283,76,0.05372217958557176,0.061224489795918366,0.007109904568491719
806,CC(c)N,2615,136,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3da5ba0>,342,11,2795,147,0.10437452033768227,0.11224489795918367,0.007090327443600155
807,CNC[C@@H](C)O,11226,18,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3da6eb0>,1350,2,11901,20,0.013814274750575594,0.02040816326530612,0.006503425009593683
808,CC[C@H](CN)C(N)=O,7488,18,<rdkit.Chem.rdchem.Mol object at 0x7f2bd37e2e40>,875,2,7926,20,0.013814274750575594,0.02040816326530612,0.006503425009593683
809,CN(C)C(=O)c1ccccc1,8944,18,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3bf7e40>,1060,2,9475,20,0.013814274750575594,0.02040816326530612,0.006503425009593683
810,cc(c)CNC(=O)N(C)C,23937,18,<rdkit.Chem.rdchem.Mol object at 0x7f2bd361bba0>,2876,2,25338,20,0.013814274750575594,0.02040816326530612,0.006503425009593683
811,cc(c)CCNC(C)=O,23523,18,<rdkit.Chem.rdchem.Mol object at 0x7f2bd39ca890>,2820,2,24891,20,0.013814274750575594,0.02040816326530612,0.006503425009593683
812,CC(=O)Nc1cccc(C)c1,1552,18,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3695120>,185,2,1652,20,0.013814274750575594,0.02040816326530612,0.006503425009593683
813,COc1ccc(CN)c(O)c1,13478,5,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3234120>,1621,1,14279,6,0.003837298541826554,0.01020408163265306,0.00634239865845079
814,COC(=O)c1cccc(C)c1,12479,5,<rdkit.Chem.rdchem.Mol object at 0x7f2bd33a1430>,1494,1,13218,6,0.003837298541826554,0.01020408163265306,0.00634239865845079
815,CNC(=O)c1cccc(N)c1,10913,5,<rdkit.Chem.rdchem.Mol object at 0x7f2bd30f00b0>,1305,1,11571,6,0.003837298541826554,0.01020408163265306,0.00634239865845079
816,COc1ccc(F)cc1,13526,5,<rdkit.Chem.rdchem.Mol object at 0x7f2bd345ff90>,1633,1,14331,6,0.003837298541826554,0.01020408163265306,0.00634239865845079
817,CN(C)CC(C)(C)O,9031,5,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2f8f200>,1070,1,9568,6,0.003837298541826554,0.01020408163265306,0.00634239865845079
818,CN(C)CC(F)(F)F,9034,5,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3c40f20>,1071,1,9571,6,0.003837298541826554,0.01020408163265306,0.00634239865845079
819,C[C@@H]1CCCN1C,14548,5,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3728970>,1758,1,15414,6,0.003837298541826554,0.01020408163265306,0.00634239865845079
820,COC1CCC1,12548,5,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3700c80>,1506,1,13291,6,0.003837298541826554,0.01020408163265306,0.00634239865845079
821,CN1CCC[C@@H](O)C1,9708,5,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2e7c580>,1150,1,10278,6,0.003837298541826554,0.01020408163265306,0.00634239865845079
822,COCC(C)(C)O,12576,5,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3d3c040>,1509,1,13320,6,0.003837298541826554,0.01020408163265306,0.00634239865845079
823,C[C@H](N)c1ccc(O)cc1,15241,5,<rdkit.Chem.rdchem.Mol object at 0x7f2bd30d5900>,1842,1,16144,6,0.003837298541826554,0.01020408163265306,0.00634239865845079
824,C[C@@H]1CN(C(N)=O)CCO1,14695,5,<rdkit.Chem.rdchem.Mol object at 0x7f2bd33fa740>,1784,1,15572,6,0.003837298541826554,0.01020408163265306,0.00634239865845079
825,ccc(Cl)c(c)C,28390,32,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3244b30>,3318,3,30022,35,0.024558710667689946,0.030612244897959183,0.005906677916500696
826,cc(c)SCC,25333,19,<rdkit.Chem.rdchem.Mol object at 0x7f2bd36d4040>,3028,2,26813,21,0.014581734458940905,0.02040816326530612,0.005742085796812577
827,ccc(F)c(c)F,28412,19,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3d946d0>,3324,2,30044,21,0.014581734458940905,0.02040816326530612,0.005742085796812577
828,Cc1cccc(C(=O)N(C)C)c1,16695,19,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3a90580>,2001,2,17675,21,0.014581734458940905,0.02040816326530612,0.005742085796812577
829,CNC(=O)CS,10300,6,<rdkit.Chem.rdchem.Mol object at 0x7f2bd380a6d0>,1227,1,10914,7,0.004604758250191865,0.01020408163265306,0.005573599124369471
830,COc1cc(CN)c(C)cc1O,13240,6,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3aaac80>,1584,1,14024,7,0.004604758250191865,0.01020408163265306,0.005573599124369471
831,COc1cc(C)c(CN)cc1OC,13165,6,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3b0c120>,1575,1,13946,7,0.004604758250191865,0.01020408163265306,0.005573599124369471
832,CNc1ccccc1F,12210,6,<rdkit.Chem.rdchem.Mol object at 0x7f2bd36c17b0>,1470,1,12940,7,0.004604758250191865,0.01020408163265306,0.005573599124369471
833,CN1CCC[C@@H](N)C1,9702,6,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3027120>,1149,1,10272,7,0.004604758250191865,0.01020408163265306,0.005573599124369471
834,CN(C)Cc1cccc(N)c1,9179,6,<rdkit.Chem.rdchem.Mol object at 0x7f2bd33b1350>,1089,1,9718,7,0.004604758250191865,0.01020408163265306,0.005573599124369471
835,CN(C)c1cnn(C)c1,9409,6,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3aaa120>,1119,1,9958,7,0.004604758250191865,0.01020408163265306,0.005573599124369471
836,cc(c)OC(C)C,25066,59,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3c59580>,3000,5,26530,64,0.04528012279355334,0.05102040816326531,0.005486161344340072
837,C[C@H]1CN(C)CCO1,15620,20,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3bd83c0>,1880,2,16544,22,0.015349194167306216,0.02040816326530612,0.004981910902519531
838,Cc1ccccc1Cl,16972,20,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3287c10>,2033,2,17963,22,0.015349194167306216,0.02040816326530612,0.004981910902519531
839,Cc1cnn(C)c1,17143,20,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3d113c0>,2066,2,18149,22,0.015349194167306216,0.02040816326530612,0.004981910902519531
840,CN(C)C(=O)CO,8708,20,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3b4f200>,1035,2,9229,22,0.015349194167306216,0.02040816326530612,0.004981910902519531
841,ccc1c(c)CN(C)CC1,31880,20,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3d0aa50>,3698,2,33716,22,0.015349194167306216,0.02040816326530612,0.004981910902519531
842,CCN(Cc)C(C)C,5359,20,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3ce7c80>,632,2,5661,22,0.015349194167306216,0.02040816326530612,0.004981910902519531
843,ccc(cc)CNC(N)=O,29842,20,<rdkit.Chem.rdchem.Mol object at 0x7f2bd35fbba0>,3499,2,31561,22,0.015349194167306216,0.02040816326530612,0.004981910902519531
844,NCc1ccc(O)cc1,18683,20,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3886f90>,2250,2,19771,22,0.015349194167306216,0.02040816326530612,0.004981910902519531
845,OCc1ccccc1,19262,20,<rdkit.Chem.rdchem.Mol object at 0x7f2bd383cac0>,2310,2,20383,22,0.015349194167306216,0.02040816326530612,0.004981910902519531
846,CN(C)c(cn)cn,9336,7,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3abd4a0>,1101,1,9883,8,0.005372217958557176,0.01020408163265306,0.00480597545014613
847,COC(=O)[C@@H](c)N,12372,7,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3a36c10>,1484,1,13105,8,0.005372217958557176,0.01020408163265306,0.00480597545014613
848,CN(C)c1cccc(CN)c1,9370,7,<rdkit.Chem.rdchem.Mol object at 0x7f2bd33e8d60>,1107,1,9919,8,0.005372217958557176,0.01020408163265306,0.00480597545014613
849,COc1cccc(N(C)C)c1,13757,7,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3078d60>,1655,1,14573,8,0.005372217958557176,0.01020408163265306,0.00480597545014613
850,CNc1ccc(O)cc1,12110,7,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3a3cc10>,1452,1,12829,8,0.005372217958557176,0.01020408163265306,0.00480597545014613
851,CNC(=O)OC,10647,7,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2fca970>,1278,1,11288,8,0.005372217958557176,0.01020408163265306,0.00480597545014613
852,cc(C)cc(c)Cl,22454,47,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3582cf0>,2674,4,23765,51,0.03607060629316961,0.04081632653061224,0.004577589744581459
853,CCC(=O)N(c)C,3005,21,<rdkit.Chem.rdchem.Mol object at 0x7f2bd345edd0>,380,2,3200,23,0.016116653875671526,0.02040816326530612,0.004222898988345636
854,CC(C)c1ccccc1,2455,21,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3bcbd60>,323,2,2628,23,0.016116653875671526,0.02040816326530612,0.004222898988345636
855,CC(C)n,2499,21,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3be72e0>,325,2,2672,23,0.016116653875671526,0.02040816326530612,0.004222898988345636
856,Cc(n)s,15910,21,<rdkit.Chem.rdchem.Mol object at 0x7f2bd34fa350>,1914,2,16852,23,0.016116653875671526,0.02040816326530612,0.004222898988345636
857,CCS,6585,74,<rdkit.Chem.rdchem.Mol object at 0x7f2bd37f7890>,786,6,6972,80,0.056792018419033,0.061224489795918366,0.004187757061009798
858,Cc1cccc(C)c1,16737,74,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3b02890>,2005,6,17719,80,0.056792018419033,0.061224489795918366,0.004187757061009798
859,C[C@@H]1CCCCN1,14527,8,<rdkit.Chem.rdchem.Mol object at 0x7f2bd35b46d0>,1751,1,15389,9,0.0061396776669224865,0.01020408163265306,0.004039526284094299
860,COc1ccc(OC)c(C)c1,13595,8,<rdkit.Chem.rdchem.Mol object at 0x7f2bd31a6120>,1641,1,14404,9,0.0061396776669224865,0.01020408163265306,0.004039526284094299
861,C[C@@H]1CCCO1,14554,8,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3d85120>,1759,1,15420,9,0.0061396776669224865,0.01020408163265306,0.004039526284094299
862,COc1c(O)cc(C)cc1Cl,13103,8,<rdkit.Chem.rdchem.Mol object at 0x7f2bd32f2580>,1572,1,13884,9,0.0061396776669224865,0.01020408163265306,0.004039526284094299
863,CN(C)CCS,9095,8,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2ee9890>,1077,1,9632,9,0.0061396776669224865,0.01020408163265306,0.004039526284094299
864,CNc1cccc(CN)c1,12157,8,<rdkit.Chem.rdchem.Mol object at 0x7f2bd34055f0>,1459,1,12881,9,0.0061396776669224865,0.01020408163265306,0.004039526284094299
865,COc1ccc(O)cc1C,13569,8,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3202a50>,1639,1,14377,9,0.0061396776669224865,0.01020408163265306,0.004039526284094299
866,cCC,19993,114,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3a29c10>,2408,9,21163,123,0.08749040675364543,0.09183673469387756,0.003982225883514858
867,CNc,11991,114,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3d8e2e0>,1438,9,12706,123,0.08749040675364543,0.09183673469387756,0.003982225883514858
868,COc1ccc(C)cc1O,13436,35,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3e01820>,1616,3,14236,38,0.02686108979278588,0.030612244897959183,0.0036517362185262445
869,CNc1ccc(C)cc1,12076,22,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3428510>,1449,2,12794,24,0.01688411358403684,0.02040816326530612,0.0034650487172902286
870,cC(F)(F)F,19934,22,<rdkit.Chem.rdchem.Mol object at 0x7f2bd38c0900>,2394,2,21094,24,0.01688411358403684,0.02040816326530612,0.0034650487172902286
871,C[C@H](N)C(=O)N(C)c,15124,9,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3ab4200>,1827,1,16023,10,0.006907137375287797,0.01020408163265306,0.003274250275909397
872,CN(C)c1ccc(F)cc1,9356,9,<rdkit.Chem.rdchem.Mol object at 0x7f2bd38e5430>,1104,1,9904,10,0.006907137375287797,0.01020408163265306,0.003274250275909397
873,COc1ccc(C)c(OC)c1,13416,9,<rdkit.Chem.rdchem.Mol object at 0x7f2bd329ceb0>,1614,1,14216,10,0.006907137375287797,0.01020408163265306,0.003274250275909397
874,CN1CCc2ccccc21,9996,9,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3424b30>,1180,1,10581,10,0.006907137375287797,0.01020408163265306,0.003274250275909397
875,CC(c)C,2559,36,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3bcc190>,335,3,2735,39,0.02762854950115119,0.030612244897959183,0.0029023885874187435
876,C1CCC1,155,23,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3b3b660>,5,2,158,25,0.017651573292402148,0.02040816326530612,0.0027083587537195895
877,CCN(C(N)=O)C(C)C,4295,23,<rdkit.Chem.rdchem.Mol object at 0x7f2bd33c52e0>,512,2,4547,25,0.017651573292402148,0.02040816326530612,0.0027083587537195895
878,CCN(C)C(C)=O,4363,23,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3d34040>,519,2,4617,25,0.017651573292402148,0.02040816326530612,0.0027083587537195895
879,cC(C)O,19931,23,<rdkit.Chem.rdchem.Mol object at 0x7f2bd32f27b0>,2393,2,21091,25,0.017651573292402148,0.02040816326530612,0.0027083587537195895
880,cc(c)C(=O)N(C)C,22840,116,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3cd1cf0>,2749,9,24170,125,0.08902532617037605,0.09183673469387756,0.0025719395050318914
881,ccc,27684,1294,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3f355f0>,3247,98,29279,1392,0.9930928626247122,1.0,0.0025586055845804477
882,CN1CCc2ccccc2C1,9997,10,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3cbd190>,1181,1,10582,11,0.007674597083653108,0.01020408163265306,0.002510146076667408
883,CNC(=O)[C@@H](C)N,10652,10,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3cda510>,1279,1,11293,11,0.007674597083653108,0.01020408163265306,0.002510146076667408
884,CN(C)Cc1cccc(F)c1,9177,10,<rdkit.Chem.rdchem.Mol object at 0x7f2bd330c430>,1088,1,9716,11,0.007674597083653108,0.01020408163265306,0.002510146076667408
885,CN(c)CC(N)=O,9524,10,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3273660>,1127,1,10080,11,0.007674597083653108,0.01020408163265306,0.002510146076667408
886,C[C@H](N)CC(N)=O,15177,10,<rdkit.Chem.rdchem.Mol object at 0x7f2bd38eeb30>,1836,1,16080,11,0.007674597083653108,0.01020408163265306,0.002510146076667408
887,C[C@H](N)c1ccc(F)cc1,15237,10,<rdkit.Chem.rdchem.Mol object at 0x7f2bd31476d0>,1841,1,16140,11,0.007674597083653108,0.01020408163265306,0.002510146076667408
888,CCNC(c)=O,6169,50,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3813e40>,728,4,6530,54,0.03837298541826554,0.04081632653061224,0.002351358921698111
889,C[C@@H](N)c1ccccc1,14290,24,<rdkit.Chem.rdchem.Mol object at 0x7f2bd367fd60>,1727,2,15135,26,0.01841903300076746,0.02040816326530612,0.001952827763365615
890,CNC(=O)N1CCNCC1,10402,11,<rdkit.Chem.rdchem.Mol object at 0x7f2bd39ae900>,1250,1,11032,12,0.00844205679201842,0.01020408163265306,0.0017472123388235592
891,CNC(=O)c1cccc(C)c1,10906,11,<rdkit.Chem.rdchem.Mol object at 0x7f2bd30df740>,1302,1,11563,12,0.00844205679201842,0.01020408163265306,0.0017472123388235592
892,C[C@H](C)CN(C)C,14999,11,<rdkit.Chem.rdchem.Mol object at 0x7f2bd34b6ba0>,1808,1,15889,12,0.00844205679201842,0.01020408163265306,0.0017472123388235592
893,C[C@H](CN)N(C)C,15088,11,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3575350>,1820,1,15984,12,0.00844205679201842,0.01020408163265306,0.0017472123388235592
894,CCN(CC)C(C)C,4834,51,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3d68200>,565,4,5109,55,0.039140445126630855,0.04081632653061224,0.0016115537779553314
